iter	Logloss
610	0.1661801129
611	0.1661343693
612	0.1661044207
613	0.1660644199
614	0.1660237227
615	0.165989425
616	0.1659470226
617	0.1658914158
618	0.1658605103
619	0.1658178357
620	0.1657720517
621	0.1657378811
622	0.1656795089
623	0.1656581866
624	0.1656246065
625	0.165590738
626	0.1655292723
627	0.1654953273
628	0.1654792901
629	0.1654208663
630	0.165364589
631	0.165336808
632	0.1653090443
633	0.1652629812
634	0.1652238061
635	0.1651455851
636	0.165112076
637	0.1650783603
638	0.1650350125
639	0.1649908632
640	0.1649515398
641	0.1648676
642	0.1648053277
643	0.1647566078
644	0.1647181552
645	0.1646608793
646	0.1646079028
647	0.1645539121
648	0.1645104496
649	0.1644827643
650	0.1644334823
651	0.1644054555
652	0.1643650348
653	0.1642740556
654	0.1642108145
655	0.1641714068
656	0.1641206975
657	0.1640838382
658	0.1640407237
659	0.1640043452
660	0.1639559048
661	0.1639078173
662	0.1638537987
663	0.1638189796
664	0.1637932284
665	0.1637473257
666	0.1637240894
667	0.1636917914
668	0.1636640324
669	0.1636419004
670	0.1635845264
671	0.1635641864
672	0.1635197037
673	0.1634872103
674	0.1634318798
675	0.163384085
676	0.1633402253
677	0.163274416
678	0.163245514
679	0.1632183076
680	0.1631753978
681	0.1631260472
682	0.1630875802
683	0.1630384364
684	0.1629907363
685	0.162948332
686	0.1629105082
687	0.1628702315
688	0.1628078571
689	0.1627795066
690	0.1627259754
691	0.1626763613
692	0.1626523728
693	0.1626031697
694	0.1625591814
695	0.1625266223
696	0.1624700964
697	0.1624326692
698	0.1623895605
699	0.162353606
700	0.1622920801
701	0.1622673162
702	0.1622330753
703	0.162189496
704	0.1621643886
705	0.1621308195
706	0.1620869018
707	0.1620542444
708	0.1620087864
709	0.1619619136
710	0.1619236732
711	0.1618819627
712	0.1618600742
713	0.1618042848
714	0.1617689551
715	0.1617470821
716	0.1617117757
717	0.1616680841
718	0.161639375
719	0.1615843706
720	0.1615548341
721	0.1615230724
722	0.1614751193
723	0.1614321362
724	0.1613737854
725	0.1613311617
726	0.1613112665
727	0.1612748494
728	0.1612337919
729	0.161182732
730	0.1611577327
731	0.1611336551
732	0.1610863766
733	0.161053715
734	0.1609995517
735	0.1609641512
736	0.1609208733
737	0.1608747305
738	0.1608312071
739	0.1607830256
740	0.1607484024
741	0.1607102431
742	0.1606679499
743	0.160635265
744	0.1605861679
745	0.1605521066
746	0.160528664
747	0.1604875207
748	0.1604554217
749	0.1604108414
750	0.1603849373
751	0.1602970008
752	0.1602524557
753	0.1602107911
754	0.1601760682
755	0.1601472229
756	0.1600814031
757	0.160043596
758	0.1600172808
759	0.1599735319
760	0.159934555
761	0.1598769729
762	0.1598255831
763	0.1598013221
764	0.1597779054
765	0.1597423978
766	0.159709674
767	0.1596608559
768	0.1596187635
769	0.1595783704
770	0.159543902
771	0.1595190074
772	0.1594834026
773	0.1594551079
774	0.1594311721
775	0.1593977331
776	0.1593704418
777	0.1593253226
778	0.1592807083
779	0.1592481262
780	0.1591874941
781	0.1591405948
782	0.1591061766
783	0.1590705332
784	0.1590244357
785	0.1589923315
786	0.158949635
787	0.1589027305
788	0.1588632155
789	0.1588186389
790	0.1587971709
791	0.1587607601
792	0.1587379094
793	0.1586914793
794	0.1586633284
795	0.1586417509
796	0.1585987935
797	0.158569703
798	0.1585459931
799	0.1585221242
800	0.1584638639
801	0.1584104193
802	0.1583667701
803	0.1583466506
804	0.1583102081
805	0.1582807699
806	0.1582579586
807	0.1582237909
808	0.1581799154
809	0.1581079863
810	0.1580805253
811	0.1580318417
812	0.1579914417
813	0.1579693569
814	0.157930016
815	0.1578931253
816	0.1578711878
817	0.1578317108
818	0.1578023544
819	0.1577632954
820	0.1577200447
821	0.1576893514
822	0.1576668816
823	0.1576272297
824	0.1575976663
825	0.1575742492
826	0.1575432821
827	0.1575117593
828	0.1574455804
829	0.1574004627
830	0.1573860638
831	0.1573489779
832	0.1573163867
833	0.1572736143
834	0.1572394931
835	0.1571967639
836	0.1571443777
837	0.157107283
838	0.1570736545
839	0.1570448421
840	0.1570150148
841	0.1569786333
842	0.1569442239
843	0.1569103423
844	0.1568690557
845	0.1568196854
846	0.1567814362
847	0.1567434608
848	0.1567224342
849	0.1566892699
850	0.1566508664
851	0.1566281267
852	0.1566051698
853	0.1565751358
854	0.1565402943
855	0.1564935314
856	0.1564544768
857	0.1564286471
858	0.1563864225
859	0.1563347965
860	0.1562977858
861	0.1562529315
862	0.156221657
863	0.156189466
864	0.1561595533
865	0.1561382807
866	0.1561046032
867	0.1560687189
868	0.1560306917
869	0.1560013073
870	0.1559828247
871	0.1559554391
872	0.1559328884
873	0.1559050555
874	0.1558689566
875	0.1558276629
876	0.1557697315
877	0.1557183459
878	0.1556910299
879	0.1556595052
880	0.1556088547
881	0.1555717575
882	0.1555501095
883	0.1555130894
884	0.1554708271
885	0.1554287045
886	0.1553762102
887	0.1553059084
888	0.1552761759
889	0.1552472202
890	0.1552096229
891	0.1551730286
892	0.1551342038
893	0.1550836337
894	0.1550353167
895	0.1550069497
896	0.1549701088
897	0.1549416501
898	0.1549060434
899	0.1548738474
900	0.1548186051
901	0.1547729907
902	0.1547414705
903	0.1547024453
904	0.1546706616
905	0.1546176985
906	0.1545857914
907	0.1545501228
908	0.1545192387
909	0.1544825885
910	0.1544512369
911	0.1544053157
912	0.1543747434
913	0.1543433625
914	0.154305153
915	0.154270653
916	0.1542517721
917	0.1542150954
918	0.1541621004
919	0.1541365928
920	0.1541050269
921	0.1540449225
922	0.1540019691
923	0.1539562766
924	0.1539078487
925	0.1538733987
926	0.1538533834
927	0.1538119219
928	0.1537967871
929	0.1537666876
930	0.153733736
931	0.1537073957
932	0.1536746656
933	0.1536408085
934	0.1536048308
935	0.1535824103
936	0.1535518999
937	0.1535372086
938	0.1534952953
939	0.1534583811
940	0.1534345537
941	0.1534070729
942	0.153375099
943	0.1533593473
944	0.1533264746
945	0.1532829688
946	0.1532426956
947	0.1531901661
948	0.1531610803
949	0.1531218909
950	0.153088309
951	0.1530590922
952	0.1530266941
953	0.1529742115
954	0.152928987
955	0.1528929816
956	0.1528584578
957	0.1528375931
958	0.1528021832
959	0.1527717424
960	0.1527486461
961	0.1527153578
962	0.1526767669
963	0.1526407872
964	0.1526023545
965	0.1525720049
966	0.15252182
967	0.1524765375
968	0.1524376852
969	0.1524104351
970	0.1523773237
971	0.1523579884
972	0.1523292626
973	0.1522821503
974	0.1522380998
975	0.1521905937
976	0.1521647212
977	0.1521329527
978	0.1520963884
979	0.1520638886
980	0.1520241824
981	0.1519939779
982	0.1519721143
983	0.1519404582
984	0.1518969944
985	0.1518649257
986	0.1518267015
987	0.1517979977
988	0.1517771178
989	0.151751144
990	0.1517044416
991	0.1516869332
992	0.1516681792
993	0.1516349484
994	0.151601356
995	0.1515689784
996	0.1515328206
997	0.1514927544
998	0.1514625752
999	0.1514070574
